Cartel Vertical,Anonymized Client ID,Anonymized Sub Org ID,Org Created,Anonymized User ID,Anonymized Event ID,Event Created,Has Location,Last Chat Response Date,Admin First Response Date,First Chat Response Date,Eventcategory (group),Number of Records,adminchats,Adminflag,Anonymous,averagelen,chatcount,Event Text,Eventcategory,eventid (Custom SQL Query),Testflag,userchats,chat_count,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,630126,1317312,10/3/2018 12:14,TRUE,10/3/2018 12:21,,10/3/2018 12:15,Suspicious Activity,1,0,0,0,107.8,5,"I was sitting by the pond behind [ORG] and this white guy with brown hair, not many teeth, and a shirt that says [ORG] came up to me and started talking about how he recently got out of jail and how he was told some girl was going to get murdered and then she did (it was really confusing and weird). He kind of just kept talking and wouldn't go away, and also told me about how he wanted to have some inventions of his created, and he eventually left when I told him he should just go to the student union if he needed to find someone in particular. I don't know if hes a threat or anything he was just super weird and he might go up and talk to more students too.",Suspicious Activity,1317412,0,0,5,,,,
HigherEd,45-83-114-77-97-32-70-115-67-77-32-,101-66-00-116-111-112-97-00-114-116-100-,3/20/2017 13:19,2149992,1317395,10/3/2018 12:59,TRUE,10/3/2018 13:01,,10/3/2018 12:59,Emergency Message,1,0,0,0,11.25,8,Hey [PERSON].,Emergency Message,1317495,0,0,8,,,,
HigherEd,45-83-114-77-97-32-70-115-67-77-32-,101-66-00-116-111-112-97-00-114-116-100-,3/20/2017 13:19,2149117,1317397,10/3/2018 13:00,TRUE,10/3/2018 13:01,,10/3/2018 13:00,Emergency Message,1,0,0,0,13.75,4,#-###,Emergency Message,1317497,0,0,4,,,,
HigherEd,101-85-111-115-105-101-105-116-110-115-118-,101-85-111-115-105-101-105-116-110-115-118-,11/11/2015 21:21,2961839,1317536,10/3/2018 14:21,TRUE,10/3/2018 14:31,,10/3/2018 14:24,Emergency Message,1,0,0,0,38.71428571,7,"[PERSON] y mi [GPE], [GPE] poder [PERSON]?",Emergency Message,1317636,0,0,7,,,,
HigherEd,97-83-108-77-111-67-110-103-97-77-116-,97-83-108-77-111-67-110-103-97-77-116-,3/31/2016 19:50,2210504,1317868,10/3/2018 17:02,TRUE,10/3/2018 17:16,,10/3/2018 17:06,Suspicious Activity,1,0,0,1,48.8,5,"I'm watching a disheveled white male wandering the common area between the theater building and main sidewalk. He's carrying a white plastic shopping bag with a red logo on it. [ORG] shirt. probably about #' #"". ###lbs. Looks like he hasn't bathed in a while. Spikey shirt hair . Now heading towards cafeteria from theater vending machine area. I think he's begging for money or food.",Suspicious Activity,1317968,0,0,5,,,,
HigherEd,116-87-32-110-32-103-101-65-104-110-97-,116-87-32-110-32-103-101-65-104-110-97-,7/27/2015 14:12,2743855,1317890,10/3/2018 17:15,TRUE,10/3/2018 17:22,,10/3/2018 17:16,Suspicious Activity,1,0,0,0,50.28571429,7,Older man wearing a tan trench coat walking very fast through [ACRONYM] quad at #:## and agin at #:##. Crossed the street into lot # and then continued walking towards reservoir st.,Suspicious Activity,1317990,0,0,7,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,1835287,1318028,10/3/2018 18:40,FALSE,10/3/2018 18:47,,10/3/2018 18:40,Suspicious Activity,1,0,0,1,28,6,I think I saw [PERSON] in sovi in a black shirt.,Suspicious Activity,1318128,0,0,6,,,,
HigherEd,101-85-109-115-105-32-105-104-110-115-118-,101-85-109-115-105-32-105-104-110-115-118-,6/4/2015 14:58,2722774,1318061,10/3/2018 18:59,TRUE,10/3/2018 19:54,,10/3/2018 19:33,Suspicious Activity,1,0,0,1,25.2,5,"There is a guy roaming around randomly near university center and fountain area. Saw him approach couple of people sitting at bench near the field, and ask somethings. [NORP], [PERSON] pants and black shirt, short hair.",Suspicious Activity,1318161,0,0,5,,,,
HigherEd,101-85-110-115-105-32-105-104-110-115-118-,101-85-110-115-105-32-105-104-110-115-118-,2/13/2015 19:37,628301,1318186,10/3/2018 20:11,TRUE,10/3/2018 21:13,,10/3/2018 20:12,Drugs/Alcohol,1,0,0,1,69.8,10,There is alcohol on #nd floor tate. [PERSON] and [PERSON] are drinking bud light. They are in [PERSON]'s room or [GPE]'s room,Drugs/Alcohol,1318286,0,0,10,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,561657,1318189,10/3/2018 20:11,TRUE,10/3/2018 20:21,,10/3/2018 20:14,Suspicious Activity,1,0,0,0,188.2857143,7,"Hi, My name is [PERSON] and I am a university employee. I just spoke to my sister ([DATE] students at [ACRONYM] on the phone. She was studying in Atkins Library (#rd floor) earlier this evening when she was approached by a female asking her if she “was religious�? Then the female proceeded to ask my sister “would she like to become more religious?�? When my sister told her she was not interested, she continued to push her to “attend a gathering later tonight.�?This is a safety issue. There is no way for my sister to know what she could have been walking into. Finally she decided to move on and leave my sister alone. This made her very uncomfortable, as she was alone, so she left the area and went back to her dorm. I wanted to make sure this was reported and documented. I am reporting because my sister didn't feel comfortable reaching out to [ACRONYM] Police herself. Might seem minor but I appreciate the attention this receives. I can be reached at [DATE] or [EMAIL] if someone needs to follow up. Nichols Everage.",Suspicious Activity,1318289,0,0,7,,,,
HigherEd,111-71-121-32-85-115-110-00-97-32-110-,111-71-121-32-85-115-110-00-97-32-110-,7/25/2017 18:42,2844086,1318332,10/3/2018 21:18,TRUE,10/3/2018 21:22,,10/3/2018 21:19,Suspicious Activity,1,0,0,1,47.8,5,"On the way to bible study, my friend and I were walking and this guy across the street was emptying his book bag on to the sidewalk. My friend asked me what he was doing so I was like I don't know that's weird. We then crossed the street to get to the house and the guy came to the bottom of the steps as we were at the top and he said “you guys dropped something back there�? Meanwhile, we both were only holding one thing to begin with and knew we didn't, so we just said thanks and went into the house and the guy called after saying “you guys are gorgeous, have a great night�? We came to realize he most likely put something on the ground in hopes we'd see it and go get it. Wanted to report so others were aware of the same scenario happened.",Suspicious Activity,1318432,0,0,5,,,,
HigherEd,109-68-00-117-116-00-114-00-97-117-116-,109-68-00-117-116-00-114-00-97-117-116-,5/7/2015 21:27,600512,1318394,10/3/2018 21:52,TRUE,10/3/2018 22:10,,10/3/2018 21:54,Harassment / Abuse,1,0,0,1,60.33333333,12,I saw blindfolded people being lead into cars on an evening walk and they were drinking and being forced into cars. I followed them and they went to the [PERSON] Nu parking lot.,Harassment / Abuse,1318494,0,0,12,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,197513,1318596,10/4/2018 0:09,TRUE,10/4/2018 0:17,,10/4/2018 0:10,Suspicious Activity,1,0,0,0,98,4,"Man with a bicycle on the intersection of [GPE] and [FAC] street approaching multiple women. Looks generally sketchy, attempted to run up to my car as I was backing out of the lot to leave and witnessed him stop another girl.",Suspicious Activity,1318696,0,0,4,,,,
HigherEd,97-75-118-32-83-85-110-114-97-32-115-,97-75-118-32-83-85-110-114-97-32-115-,2/6/2014 17:35,2962942,1318649,10/4/2018 0:44,TRUE,10/4/2018 0:45,,10/4/2018 0:45,Emergency Message,1,0,0,0,19.66666667,6,hi is he here yet?,Emergency Message,1318749,0,0,6,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,2561824,1318660,10/4/2018 0:51,TRUE,10/4/2018 0:56,,10/4/2018 0:52,Harassment / Abuse,1,0,0,0,64.66666667,6,He was passively belligerent towards me.,Harassment / Abuse,1318760,0,0,6,,,,
HigherEd,101-85-114-115-105-32-105-102-110-115-118-,101-85-114-115-105-32-105-102-110-115-118-,3/22/2015 22:41,2798680,1318694,10/4/2018 1:18,TRUE,10/4/2018 1:21,,10/4/2018 1:20,Emergency Message,1,0,0,1,52,6,I'm on the second floor of the [ORG] building. It's currently #:## am. Lots of loud shouting and laughter going on in someone else's dorm. Heard some loud breaking noises that sounded like glass shattering. Then more screaming laughter,Emergency Message,1318794,0,0,6,,,,
HigherEd,101-80-00-100-105-00-112-00-101-100-112-,101-80-114-100-105-105-112-105-101-100-112-,12/8/2014 23:59,329563,1318731,10/4/2018 1:47,TRUE,10/4/2018 2:07,,10/4/2018 1:48,Suspicious Activity,1,0,0,1,63.75,8,The [ACRONYM] of towers has boys sleeping over regularly and it makes students uncomfortable,Suspicious Activity,1318831,0,0,8,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,2795036,1318965,10/4/2018 5:15,TRUE,10/4/2018 5:27,,10/4/2018 5:20,Emergency Message,1,0,0,0,23,6,Hi. I was brought by [ORG] to [ORG] and was told by [ORG] I spoke on the phone with I could be picked up by [ACRONYM] security. I am with my roommate at the hospital and wish to get back to the dorms. Thank you.,Emergency Message,1319065,0,0,6,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,2563108,1319412,10/4/2018 10:52,TRUE,10/7/2018 20:33,,10/4/2018 10:53,Drugs/Alcohol,1,0,0,1,277.25,4,Someone on the #th floor of rhoads has weed and we are tired of smelling it in our rooms. It gives us headaches,Drugs/Alcohol,1319512,0,0,4,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,2701116,1319599,10/4/2018 13:03,TRUE,10/4/2018 13:08,,10/4/2018 13:04,Suspicious Activity,1,0,0,1,59,5,this guy has been around campus and is posing as a student by carrying a book bag but isn't actually a student. he says has done this at [ORG] and gtcc too and now he is here. he says his major is animal science (but that's not offered at uncg) and he switches his name/major with new people he talks to. he has been trying to talk to a lot of the college girls here. he claims to be gang affiliated and has been known to cause problems at different clubs around here. hasn't done anything illegal (yet or that we know of) but keep an eye out.,Suspicious Activity,1319699,0,0,5,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,327973,1319865,10/4/2018 15:39,TRUE,10/4/2018 15:43,,10/4/2018 15:41,Suspicious Activity,1,0,0,1,18.6,5,There is a person in [FAC] ### who looks like they are homeless or something eating crabs at the middle table. They don't look like a student.,Suspicious Activity,1319965,0,0,5,,,,
HigherEd,101-67-00-32-67-101-119-00-111-32-108-,101-67-00-32-67-101-119-00-111-32-108-,5/17/2016 18:33,2334913,1320229,10/4/2018 18:57,TRUE,10/4/2018 19:02,,10/4/2018 18:59,Theft / Lost Item,1,0,0,0,80.25,4,We found a dog at the lodge and we dont know what to do with it,Theft / Lost Item,1320329,0,0,4,,,,
HigherEd,101-85-111-115-105-101-105-116-110-115-118-,101-85-111-115-105-101-105-116-110-115-118-,11/11/2015 21:21,2964635,1320328,10/4/2018 19:50,TRUE,10/4/2018 20:07,,10/4/2018 20:04,Theft / Lost Item,1,0,0,0,32,4,Se me [PERSON] unidad [GPE] en [ORG] AII-### tiene [ORG] noehmi guajardo y una piña en [ORG] paper,Theft / Lost Item,1320428,0,0,4,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,2855897,1320465,10/4/2018 21:12,FALSE,10/4/2018 21:36,,10/4/2018 21:13,Emergency Message,1,0,0,0,73.4,5,Hi I just called a safe ride not to long ago. I realized that a check I had in my bag is now missing. Is there any way for the driver to check the back seat and the security officer to check the front of the building? I was at [FAC],Emergency Message,1320565,0,0,5,,,,
HigherEd,111-65-105-97-32-32-105-101-114-97-122-,65-65-00-32-45-116-85-00-83-32-32-,4/3/2014 18:30,2216725,1320597,10/4/2018 22:13,TRUE,10/4/2018 22:21,,10/4/2018 22:15,Emergency Message,1,0,0,0,39.5,12,saw this guy try to take a bike in front of [ORG] by the parking lot.,Emergency Message,1320697,0,0,12,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,2964890,1320633,10/4/2018 22:34,TRUE,10/4/2018 22:44,,10/4/2018 22:36,Emergency Message,1,0,0,0,40.5,6,"Hi there, my roommate left without warning # hours ago and hasnt responded to his texts or calls. we're getting worried and he hasnt come back or said where he was going.",Emergency Message,1320733,0,0,6,,,,
HigherEd,101-75-110-97-119-101-110-118-101-97-110-,101-75-110-97-119-101-110-118-101-97-110-,9/1/2015 12:38,2584244,1320709,10/4/2018 23:17,TRUE,10/4/2018 23:36,,10/4/2018 23:18,Suspicious Activity,1,0,0,1,53.33333333,6,# guys just standing in the entrance to the [GPE] parking garage.,Suspicious Activity,1320809,0,0,6,,,,
HigherEd,111-65-105-97-32-32-105-101-114-97-122-,65-65-00-32-45-116-85-00-83-32-32-,4/3/2014 18:30,618238,1320950,10/5/2018 2:14,TRUE,10/5/2018 2:25,,10/5/2018 2:15,Suspicious Activity,1,0,0,1,59.76923077,13,Red Car suspciouly following a girl on west campus south side lot (lot closest to police station and is now sitting still at stop sign for over ## minutes.,Suspicious Activity,1321050,0,0,13,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,626599,1321501,10/5/2018 9:46,TRUE,10/5/2018 9:50,,10/5/2018 9:48,Suspicious Activity,1,0,0,0,46.6,5,There is a homeless man hanging around the entrance to the [GPE] building elevator door. He asks everyone for money and is frightening me. He's been there for [DATE] now.,Suspicious Activity,1321601,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,2965730,1321684,10/5/2018 11:49,TRUE,10/5/2018 12:10,,10/5/2018 11:51,Drugs/Alcohol,1,0,0,1,58.4,5,"My boyfriend dropped out of pledging [FAC] fraternity, but told me about the hazing that's been going on there to pledges and it's making me super uncomfortable. Specifically he told me about a time where the pledges had to hold plank positions on a wet floor that had exposed wires around it while boys were throwing and smashing glass bottles around them. Many of the pledges had cuts on their arms and could have easily been hit in the head or the wires and water could have easily reacted. I was also told that they have an ‘unofficial' pledge master who manages it all and is intentionally trying to make the hazing worse because they want to become a ‘top house'",Drugs/Alcohol,1321784,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,2965730,1321686,10/5/2018 11:51,TRUE,10/5/2018 11:54,,10/5/2018 11:52,Harassment / Abuse,1,0,0,1,52,4,"The Phi Sigma Kappa fraternity has been hazing their pledges [ACRONYM] much and one of their recent stunts involved women. I was asked to participate in a hazing event where I had to pose up against statues on campus in lingerie while a pledge spanked me with his pledge paddle, had it filmed and sent it to the house group chat as proof. From there all the boys talk about it, rate it and compare videos. I turned it down, but even being asked made me so so uncomfortable and I know there are other women involved and this is absolutely not ok.",Harassment / Abuse,1321786,0,0,4,,,,
HigherEd,101-85-114-115-105-32-105-104-110-115-118-,101-85-114-115-105-32-105-104-110-115-118-,7/14/2017 17:24,2593120,1321732,10/5/2018 12:22,TRUE,10/5/2018 12:37,,10/5/2018 12:24,Suspicious Activity,1,0,0,1,36.57142857,7,"[ORG] left on the back of someone's [ORG] in the parking garage next to the bookstore, first level.",Suspicious Activity,1321832,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,566318,1321919,10/5/2018 14:21,TRUE,10/5/2018 14:31,,10/5/2018 14:22,Suspicious Activity,1,0,0,0,46.5,12,[PERSON] on red bike was smoking outside of [ORG] smoking was asking a student to charge his phone He left on a red bike,Suspicious Activity,1322019,0,0,12,,,,
HigherEd,77-79-00-115-115-00-101-00-108-115-32-,77-79-00-115-115-00-101-00-108-115-32-,12/28/2015 21:34,2869933,1322053,10/5/2018 15:25,TRUE,10/5/2018 15:32,,10/5/2018 15:26,Theft / Lost Item,1,0,0,0,135.4,5,"I've lost my wallet. It's dark brown, leather, unfolds into # parts, looks like the letter [ACRONYM] It's got my driver's license, a [ORG] card, a community bank debit card that's gray with a dark purple strip at the top ending in [DATE], a [ORG], a fuel rewards card, and about $#-# in [DATE]. Last time I know I had it was when I drove to [ORG], headed to room [ORG], then parked in [FAC] on campus. I live in [ACRONYM] room ###.",Theft / Lost Item,1322153,0,0,5,,,,
HigherEd,116-83-101-66-114-111-101-101-119-66-101-,116-83-101-66-114-111-101-101-119-66-101-,9/24/2014 14:34,2710690,1322302,10/5/2018 17:31,TRUE,10/5/2018 18:08,,10/5/2018 17:52,Theft / Lost Item,1,0,0,0,52.8,5,"I misplaced my keys. they are on a green sbc lanyard. if you see them, let me know. they are meta glass keys.",Theft / Lost Item,1322402,0,0,5,,,,
HigherEd,32-69-00-110-105-116-111-00-108-110-110-,32-69-00-110-105-116-111-00-108-110-110-,12/2/2014 19:52,2114750,1322541,10/5/2018 19:20,TRUE,10/5/2018 19:24,,10/5/2018 19:22,Drugs/Alcohol,1,0,0,0,57,5,"Hello, this is the [ACRONYM] of Global C #rd Floor. Unfortunately I am watching a hall movie with my residents in the common room of the #rd floor and we smelled [GPE] coming from the air vents. Unfortunately we can not tell where the exact source of the smell is, but wanted to let you know as a tip to promote a better community.",Drugs/Alcohol,1322641,0,0,5,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,311894,1322630,10/5/2018 20:16,TRUE,10/6/2018 12:11,,10/5/2018 20:22,Harassment / Abuse,1,0,0,0,132.2,5,"Hi�?earlier today i was walking from [FAC] to [ORG] when I was approached by an older gentleman. He was in his vehicle and started asking me if i went to [ACRONYM] after he got no response, he told me that “if it were dark he would get me in his car.�?I'm ok and nothing happened. After I kept ignoring him he sped off- but I feel like other women should be informed that this man is out there and is potentially dangerous. Thank you.",Harassment / Abuse,1322730,0,0,5,,,,
HigherEd,32-72-114-111-105-105-103-105-105-111-104-,32-72-114-111-105-105-103-105-105-111-104-,7/31/2014 15:28,2241873,1322733,10/5/2018 21:19,TRUE,10/5/2018 21:36,,10/5/2018 21:21,Drugs/Alcohol,1,0,0,1,109.2,5,[PERSON] is also selling cocaine now. Room ### in Caffey,Drugs/Alcohol,1322833,0,0,5,,,,
HigherEd,101-85-99-115-105-32-105-109-110-115-118-,101-85-99-115-105-32-105-109-110-115-118-,7/9/2013 14:58,881965,1322947,10/5/2018 23:37,TRUE,10/6/2018 0:32,,10/5/2018 23:38,Harassment / Abuse,1,0,0,1,72.33333333,6,Male student who appeared intoxicated grabbed female student from behind and pulled hair while reaching his hand up her dress and attempting to remove undergarments. Male student was forcibly kissing female student. Around ##:## pm on [DATE]. In back of parking lot near [GPE] tennis courts,Harassment / Abuse,1323047,0,0,6,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,2967516,1323549,10/6/2018 7:32,TRUE,10/6/2018 7:35,,10/6/2018 7:32,Emergency Message,1,0,0,0,42.8,5,"Hi Yale Police I got locked out of my room at [FAC], [PERSON], on old campus, could you come help me out?",Emergency Message,1323649,0,0,5,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,64240,1324683,10/6/2018 18:39,TRUE,10/6/2018 18:52,,10/6/2018 18:40,Drugs/Alcohol,1,0,0,0,46.77777778,9,"#### S Oak Man unconscious, assumed alcohol. Students living nearby.",Drugs/Alcohol,1324783,0,0,9,,,,
HigherEd,104-87-105-111-112-101-110-121-105-111-116-,104-87-105-111-112-101-110-121-105-111-116-,5/10/2013 10:54,1657401,1324778,10/6/2018 19:41,FALSE,10/6/2018 19:45,,10/6/2018 19:42,Drugs/Alcohol,1,0,0,1,24.75,4,Can an officer please do a sweep of the neighhood where Confederate intersects with [GPE]? there is a lot of activity and a lot of drinking going on.,Drugs/Alcohol,1324878,0,0,4,,,,
HigherEd,101-85-99-115-105-32-105-109-110-115-118-,101-85-99-115-105-32-105-109-110-115-118-,7/9/2013 14:58,1078691,1325002,10/6/2018 22:06,TRUE,10/6/2018 22:21,,10/6/2018 22:10,Suspicious Activity,1,0,0,1,56.75,4,"There is a tall white male, dressed in dark clothes, on the #rd floor of south court-which is all girls. He is stumbling around and was previously lying on the main stairwell, and looks a bit out of it.",Suspicious Activity,1325102,0,0,4,,,,
HigherEd,101-85-108-115-105-32-105-119-110-115-118-,101-85-108-115-105-32-105-119-110-115-118-,6/3/2014 14:11,2737852,1325024,10/6/2018 22:17,FALSE,10/6/2018 22:20,,10/6/2018 22:18,Drugs/Alcohol,1,0,0,1,26.25,4,"South academy room ###, underage drinking",Drugs/Alcohol,1325124,0,0,4,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,994419,1325054,10/6/2018 22:39,TRUE,10/6/2018 23:01,,10/6/2018 22:40,Emergency Message,1,0,0,0,53.81481482,27,"Hi, can you help me to stop my neighbor playing loud music? I live in [DATE]",Emergency Message,1325154,0,0,27,,,,
HigherEd,101-85-108-115-105-32-105-119-110-115-118-,101-85-108-115-105-32-105-119-110-115-118-,6/3/2014 14:11,2737852,1325257,10/7/2018 0:59,FALSE,10/7/2018 1:04,,10/7/2018 1:00,Drugs/Alcohol,1,0,0,1,50.75,4,Sickness from alcohol room ### south academy,Drugs/Alcohol,1325357,0,0,4,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,2567019,1325288,10/7/2018 1:22,TRUE,10/7/2018 17:18,,10/7/2018 1:23,Mental Health,1,0,0,0,73.01694915,59,"My roommate, [PERSON], has expressed that he is suicidal and has not responded to any of mine or his friends texts. It is worrying me and I'm not sure what to do. My roommate and I have had several problems and he is extremely emotionally unstable and he really needs help.",Mental Health,1325388,0,0,59,,,,
HigherEd,77-79-00-115-115-00-101-00-108-115-32-,77-79-00-115-115-00-101-00-108-115-32-,12/28/2015 21:34,2144190,1325318,10/7/2018 1:49,TRUE,10/7/2018 1:55,,10/7/2018 1:51,Emergency Message,1,0,0,1,40.2,5,In front of [GPE] and [ORG] bike crash. Not sure if helmet used or not,Emergency Message,1325418,0,0,5,,,,
HigherEd,101-69-32-110-32-99-115-110-97-110-116-,101-69-32-110-32-99-115-110-97-110-116-,5/29/2015 17:31,616351,1326113,10/7/2018 12:15,TRUE,10/7/2018 12:16,,10/7/2018 12:15,Emergency Message,1,0,0,0,75.75,4,Hello. I was told that y'all may be able to jump my car. I wasn't sure if I should call the [DATE] number as I didn't know if it was for emergencies only,Emergency Message,1326213,0,0,4,,,,
HigherEd,116-83-111-77-105-115-105-108-97-77-110-,116-83-111-77-105-115-105-108-97-77-110-,2/23/2014 18:05,586191,1326288,10/7/2018 14:04,TRUE,10/7/2018 14:08,,10/7/2018 14:05,Suspicious Activity,1,0,0,1,74.5,4,"Something very strange happened to my friend [DATE]. She does not want to report it, because she doesn't think it's anything to worry about, but I think public safety should know about it. At around # am [DATE], she was sitting outside by the ### townhouses when a man with long brown hair in a ponytail emerged from [ORG] and approached her. He was carrying a black roll-y suitecase and asked her where the bus stop was. She told him and then she noticed he was carrying this sign (attached). She isn't going to report this but I thought it should be something public safety is aware of.",Suspicious Activity,1326388,0,0,4,,,,
HigherEd,00-83-00-00-00-00-65-00-67-00-68-,32-83-00-97-118-00-65-00-67-97-68-,9/12/2013 20:32,2334448,1326538,10/7/2018 16:39,TRUE,10/7/2018 17:03,,10/7/2018 16:40,Suspicious Activity,1,0,0,0,71.3,10,Guy in car with [GPE] license plate has been parked to the side of garden at the hive since four pm,Suspicious Activity,1326638,0,0,10,,,,
HigherEd,115-74-00-72-111-00-104-00-111-72-110-,115-74-72-72-111-32-104-109-111-72-110-,2/25/2016 16:30,1012676,1326657,10/7/2018 17:57,TRUE,10/8/2018 9:52,,10/7/2018 18:01,Harassment / Abuse,1,0,0,0,49.4,10,"This morning, I stepped out of my house with my little sister and two men cat called us and then told us to “pull down our pants.�?They had just gotten out of this vehicle. I took the picture just now on my way home from the library.",Harassment / Abuse,1326757,0,0,10,,,,
HigherEd,115-74-00-72-111-00-104-00-111-72-110-,115-74-69-72-111-32-104-115-111-72-110-,7/26/2017 16:07,2124342,1326804,10/7/2018 19:34,TRUE,10/7/2018 20:44,,10/7/2018 19:39,Harassment / Abuse,1,0,0,0,71.75,4,"Was at Monument and intersection of [P[ORG]SON] this last Thursday about ##:## pm when two young boys came up and attempted to wash my windshield multiple times covering it with soap from both sides despite me waving them off. Eventually I put in my windshield wipers with spray and they backed off came back, I repeatedly did this then the light turned and I drove forward and away. Thinking back on this I wonder if they were trying to detain me or something. A colleague told me she saw something similar on [LOC] where the kids did the same then jumped on the car. I am in the [ORG] now in triage if questions",Harassment / Abuse,1326904,0,0,4,,,,
HigherEd,32-87-105-105-114-32-115-101-101-105-116-,32-87-105-105-114-32-115-101-101-105-116-,9/27/2013 14:48,747254,1327136,10/7/2018 23:05,TRUE,10/7/2018 23:16,,10/7/2018 23:07,Harassment / Abuse,1,0,0,1,82.11111111,9,"When the shots were fired last night at [FAC] house as people were fleeing the scene, a group of people running past me said that the shots were fired during a fight over a claim that [PERSON] brothers raped their friends",Harassment / Abuse,1327236,0,0,9,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,434113,1327203,10/7/2018 23:54,TRUE,10/8/2018 0:00,,10/7/2018 23:56,Suspicious Activity,1,0,0,1,68.6,5,"Sounded like a gunshot may have just occurred in the [NORP] row area near [ORG]. Very possible that it was something else (something very heavy dropping maybe?) but it was one loud echoing boom that sounded very close. It seemed to be coming from the [ORG] [DATE] street, or maybe ##th street.",Suspicious Activity,1327303,0,0,5,,,,
HigherEd,32-69-00-110-105-116-111-00-108-110-110-,32-69-00-110-105-116-111-00-108-110-110-,12/2/2014 19:52,2114750,1327250,10/8/2018 0:33,TRUE,10/8/2018 0:35,,10/8/2018 0:34,Drugs/Alcohol,1,0,0,0,20.25,4,"Hi this is the [ACRONYM] from Global C #rd Floor. I smelled marijuana coming really strongly from the air vents and made a walk around the building. I cannot seem to find the origin of the smell, but I know that it is in the building somewhere and it is coming strongly through the vents while my residents and I are trying to sleep. I'm sorry I cant be of more help I just can't seem to find any strong source point other than through the vents",Drugs/Alcohol,1327350,0,0,4,,,,
HigherEd,97-69-108-101-116-32-105-101-108-101-122-,97-69-108-101-116-32-105-101-108-101-122-,5/17/2015 22:14,1718887,1327338,10/8/2018 1:49,TRUE,10/8/2018 2:13,,10/8/2018 1:52,Suspicious Activity,1,0,0,1,59.5,4,Someone set the door alarm off just now in the back entrance of [PERSON]. There was a repetitive loud crashing sound and the alarm was going off for ## seconds or so. My room is by the window and I saw a man with a red shirt and a black baseball cap walk away.,Suspicious Activity,1327438,0,0,4,,,,
HigherEd,67-83-105-116-104-32-46-101-116-116-32-,67-83-105-116-104-32-46-101-116-116-32-,6/30/2015 19:00,2688753,1327490,10/8/2018 3:59,TRUE,10/8/2018 4:06,,10/8/2018 3:59,Suspicious Activity,1,0,0,0,23.44444444,9,"Someone has been trying to get into my room at around the same time for [DATE] (# to # am). I am currently hearing someone tampering with the lock and/or doorknob of my dorm room. This happened [DATE] ([DATE]) and [DATE] ([DATE]). I have multiple photos I took [DATE] of damage done to the front of my door around the doorknob area that was not there previously. I also heard tapping on my window [DATE] during the night, a little while after the tampering with the door had stopped. This situation is becoming urgent, for I do not feel safe here at night. However, this is not an emergency. I live in room ### in [FAC] on campus.",Suspicious Activity,1327590,0,0,9,,,,
